Category,School,Title,Course Number,Course Name
Texas A&M University,Learning Comm Shared Ex,LCSE,LCSE 002,LRN COM: FUSE PROGRAM
Texas A&M University,Learning Comm Shared Ex,LCSE,LCSE 002,FOCUS LC MENTORS
Texas A&M University,Learning Comm Shared Ex,LCSE,LCSE 002,CHEM: REGENT SCHOLARS
Texas A&M University,Learning Comm Shared Ex,LCSE,LCSE 002,LRN COM: SPIRIT SCHOLARS
Texas A&M University,Learning Comm Shared Ex,LCSE,LCSE 002,LRN COM: ONE HEALTH
Texas A&M University,Learning Comm Shared Ex,LCSE,LCSE 002,STEM POSSE II
Texas A&M University,Learning Comm Shared Ex,LCSE,LCSE 002,Honors LCS Family Meeting
Texas A&M University,Learning Comm Shared Ex,LCSE,LCSE 002,ENGE: REGENTS SCHOLARS
Texas A&M University,Land Development,LDEV,LDEV 661,DEV & ENVIRONMENT
Texas A&M University,Land Development,LDEV,LDEV 668,LAND DEV PRACTICE
Texas A&M University,Land Development,LDEV,LDEV 671,SUSTAINABLE DEVELOPMT
Texas A&M University,Land Development,LDEV,LDEV 673,INTERNATIONAL DEV PLN
Texas A&M University,Land Development,LDEV,LDEV 684,PROFESSIONAL INTERN
Texas A&M University,Land Development,LDEV,LDEV 685,DIRECTED STUDIES
Texas A&M University,Land Development,LDEV,LDEV 688,DEV FEASIBILITY&DSNII
Texas A&M University,Mathematics,MATH,MATH 285,MATH CONCEPTS CALCULUS
Texas A&M University,Mathematics,MATH,MATH 491,DIRECTED STUDIES
Texas A&M University,Mathematics,MATH,MATH 491,RESEARCH
Texas A&M University,Mathematics,MATH,MATH 601,METH APPL MATH I
Texas A&M University,Mathematics,MATH,MATH 602,METH APPL PART DIFF EQ
Texas A&M University,Mathematics,MATH,MATH 606,THEORY OF PROB I
Texas A&M University,Mathematics,MATH,MATH 608,REAL VARIABLES II
Texas A&M University,Mathematics,MATH,MATH 610,NUM METH IN DIFF EQUA
Texas A&M University,Mathematics,MATH,MATH 612,PART DIFF EQ
Texas A&M University,Mathematics,MATH,MATH 614,DYNAMICAL SYSTEMS
Texas A&M University,Mathematics,MATH,MATH 618,COMPLEX VARIABLES II
Texas A&M University,Mathematics,MATH,MATH 622,DIFFERENTIAL GEOMETRY I
Texas A&M University,Mathematics,MATH,MATH 629,HISTORY OF MATHEMATICS
Texas A&M University,Mathematics,MATH,MATH 637,TOPOLOGY II
Texas A&M University,Mathematics,MATH,MATH 642,ANALY FOR APPLICATION II
Texas A&M University,Mathematics,MATH,MATH 644,ALGEBRAIC TOPOLOGY II
Texas A&M University,Mathematics,MATH,MATH 646,SURVEY MATH PROBLEMS II
Texas A&M University,Mathematics,MATH,MATH 648,COMPUTATIONAL ALG GEOM
Texas A&M University,Mathematics,MATH,MATH 654,ALGEBRA II
Texas A&M University,Mathematics,MATH,MATH 658,APPL HARM ANALYSIS
Texas A&M University,Mathematics,MATH,MATH 660,COMP LINEAR ALGEBRA
Texas A&M University,Mathematics,MATH,MATH 662,SEMINAR IN ALGEBRA
Texas A&M University,Mathematics,MATH,MATH 663,SEMINAR IN ANALYSIS
Texas A&M University,Mathematics,MATH,MATH 664,SEMINAR APPLIED MATH
Texas A&M University,Mathematics,MATH,MATH 672,HYDRODYNAMIC STABILITY
Texas A&M University,Mathematics,MATH,MATH 676,FEM IN SCIENTIFIC COMPUT
Texas A&M University,Mathematics,MATH,MATH 685,DIRECTED STUDIES
Texas A&M University,Mathematics,MATH,MATH 689,SPTP: INTROD TO SIEVE METHODS
Texas A&M University,Mathematics,MATH,MATH 691,RESEARCH
Texas A&M University,Molecular Cell Medicine,MCMD,MCMD 674,PROTEIN FOLDING  STABILITY
Texas A&M University,Molecular Cell Medicine,MCMD,MCMD 676,FRONTIERS IN REGENERATIVE MED
Texas A&M University,Mechanical Engineering,MEEN,MEEN 485,STATICS & PARTICLE DYNAM
Texas A&M University,Mechanical Engineering,MEEN,MEEN 491,RESEARCH
Texas A&M University,Mechanical Engineering,MEEN,MEEN 615,ADVAN ENGR THERMODYN
Texas A&M University,Mechanical Engineering,MEEN,MEEN 616,SURFACE SCIENCE
Texas A&M University,Mechanical Engineering,MEEN,MEEN 617,MECHANICAL VIBRATION
Texas A&M University,Mechanical Engineering,MEEN,MEEN 619,CONDUCTION & RADIATION
Texas A&M University,Mechanical Engineering,MEEN,MEEN 622,ADVANC FLUID MECHANICS
Texas A&M University,Mechanical Engineering,MEEN,MEEN 625,MECH BEHAVIOR MATERIALS
Texas A&M University,Mechanical Engineering,MEEN,MEEN 630,INTERMED HEAT TRANSFER
Texas A&M University,Mechanical Engineering,MEEN,MEEN 632,ADV COMPUTER
Texas A&M University,Mechanical Engineering,MEEN,MEEN 635,FLOW & FRACT POLY SOLIDS
Texas A&M University,Mechanical Engineering,MEEN,MEEN 638,MECHANICS NONLINEAR FLOW
Texas A&M University,Mechanical Engineering,MEEN,MEEN 639,DYNAMICS ROTATING MACH
Texas A&M University,Mechanical Engineering,MEEN,MEEN 642,GAS TURBINE HT TRANSFER
Texas A&M University,Mechanical Engineering,MEEN,MEEN 644,NUM HEAT TRAN&FL FLOW
Texas A&M University,Mechanical Engineering,MEEN,MEEN 646,AEROTHERMODY OF TURBO
Texas A&M University,Mechanical Engineering,MEEN,MEEN 652,MULT CONTROL SYS DESGN
Texas A&M University,Mechanical Engineering,MEEN,MEEN 653,SCIENTIFIC WRITING
Texas A&M University,Mechanical Engineering,MEEN,MEEN 659,VIBR MEAS IN ROT MACH
Texas A&M University,Mechanical Engineering,MEEN,MEEN 673,NONLIN FIN ELEM METHOD
Texas A&M University,Mechanical Engineering,MEEN,MEEN 681,SEMINAR
Texas A&M University,Mechanical Engineering,MEEN,MEEN 684,PROFESSIONAL INTERNSHP
Texas A&M University,Mechanical Engineering,MEEN,MEEN 684,PROF INTERN: IN
Texas A&M University,Mechanical Engineering,MEEN,MEEN 685,DIRECTED STUDIES
Texas A&M University,Mechanical Engineering,MEEN,MEEN 688,ADVANCED SOLID MECHANICS
Texas A&M University,Mechanical Engineering,MEEN,MEEN 689,SPTP: PLASMA ENGR & APPS
Texas A&M University,Mechanical Engineering,MEEN,MEEN 689,SPTP:FUND OF ENERGY STORAGE
Texas A&M University,Mechanical Engineering,MEEN,MEEN 689,SPTP: MSADO
Texas A&M University,Mechanical Engineering,MEEN,MEEN 689,SPTP: ADV IC ENGINES
Texas A&M University,Mechanical Engineering,MEEN,MEEN 689,SPTP: COMPARATIVE BIOMECHANICS
Texas A&M University,Mechanical Engineering,MEEN,MEEN 691,RESEARCH: IN
Texas A&M University,Mechanical Engineering,MEEN,MEEN 691,RESEARCH
Texas A&M University,Mechanics and Materials,MEMA,MEMA 613,PRINC OF COMPOSITE MTL
Texas A&M University,Mechanics and Materials,MEMA,MEMA 646,INTRO FINITE ELEMENTS
Texas A&M University,Molecular & Env Plant Sci,MEPS,MEPS 605,INTRO PLANT PHYSIOLOGY
Texas A&M University,Molecular & Env Plant Sci,MEPS,MEPS 619,PLANT
Texas A&M University,Molecular & Env Plant Sci,MEPS,MEPS 655,COMPLEX GENOMES LAB
Texas A&M University,Molecular & Env Plant Sci,MEPS,MEPS 689,SPTP: ECOLOGICAL GENOMICS
Texas A&M University,Molecular & Env Plant Sci,MEPS,MEPS 691,RESEARCH
Texas A&M University,Management,MGMT,MGMT 464,INTRO TO BUSINESS
Texas A&M University,Management,MGMT,MGMT 484,HNR
Texas A&M University,Management,MGMT,MGMT 485,DIRECTED STUDIES
Texas A&M University,Management,MGMT,MGMT 489,SPTP: EXPER ENTR IN INCUBATOR
Texas A&M University,Management,MGMT,MGMT 602,SPTP: S AFR ENTR
Texas A&M University,Management,MGMT,MGMT 602,MARKETS & PUBL POLICY
Texas A&M University,Management,MGMT,MGMT 614,MGMT PEOPLE IN ORGANIZ
Texas A&M University,Management,MGMT,MGMT 618,CORP STRAT & POL ENVIR
Texas A&M University,Management,MGMT,MGMT 620,MANAGING HUMAN RESOURCES
Texas A&M University,Management,MGMT,MGMT 622,ORGANIZATION STAFFING
Texas A&M University,Management,MGMT,MGMT 624,SEMINAR IN HUMAN RES
Texas A&M University,Management,MGMT,MGMT 628,CONT HUM RES MGMT ISSU
Texas A&M University,Management,MGMT,MGMT 630,BEHAV IN ORGANIZATIONS
Texas A&M University,Management,MGMT,MGMT 632,TECH COMMERCIALIZATION
Texas A&M University,Management,MGMT,MGMT 633,ORGNZTN CHNGE & DVLPMT
Texas A&M University,Management,MGMT,MGMT 636,SEM IN ORG THEORY
Texas A&M University,Management,MGMT,MGMT 637,FNDTNS OF ENTRPRENEURSHP
Texas A&M University,Management,MGMT,MGMT 638,STRATEGIC ENTRPRENEURSHP
Texas A&M University,Management,MGMT,MGMT 639,NEGO IN COMPETITIVE ENVI
Texas A&M University,Management,MGMT,MGMT 643,FNDN OF MANAGERIAL LAW
Texas A&M University,Management,MGMT,MGMT 650,HUMAN RELATIONS IN IND
Texas A&M University,Management,MGMT,MGMT 655,SUR OF MANAGEMENT
Texas A&M University,Management,MGMT,MGMT 658,MANAGING PROJECTS
Texas A&M University,Management,MGMT,MGMT 663,INTL TRANSFER PRICING
Texas A&M University,Management,MGMT,MGMT 673,ADVANCED RESRCH METHODS
Texas A&M University,Management,MGMT,MGMT 679,INTERNTNL BUS POLICY
Texas A&M University,Management,MGMT,MGMT 680,BUSINESS & CORP STRATEGY
Texas A&M University,Management,MGMT,MGMT 689,SPTP: FINANCE FOR HR PROFESNLS
Texas A&M University,Management,MGMT,MGMT 691,RESEARCH
Texas A&M University,Marketing,MKTG,MKTG 409,HNR
Texas A&M University,Marketing,MKTG,MKTG 448,RETAIL MERCHANDISING
Texas A&M University,Marketing,MKTG,MKTG 448,MARKETING MANAGEMENT
Texas A&M University,Marketing,MKTG,MKTG 485,MARKETING INTERNSHIP
Texas A&M University,Marketing,MKTG,MKTG 621,DIRECTED STUDIES
Texas A&M University,Marketing,MKTG,MKTG 638,E
Texas A&M University,Marketing,MKTG,MKTG 660,MARKETING CONSULTING
Texas A&M University,Marketing,MKTG,MKTG 670,MARKETING LEADERSHIP
Texas A&M University,Marketing,MKTG,MKTG 673,SERVICES MARKETING
Texas A&M University,Marketing,MKTG,MKTG 680,SEM IN BUYER BEHAVIOR
Texas A&M University,Marketing,MKTG,MKTG 685,DIRECTED STUDIES
Texas A&M University,Marketing,MKTG,MKTG 691,RESEARCH
Texas A&M University,Military Science,MLSC,MLSC 121,INTRO TO THE US ARMY I
Texas A&M University,Military Science,MLSC,MLSC 122,INTRO TO THE US ARMY II
Texas A&M University,Military Science,MLSC,MLSC 221,TCU TACTICS & LDRSHP THRY I
Texas A&M University,Military Science,MLSC,MLSC 222,TCU TACTICS & LDRSHP THRY II
Texas A&M University,Military Science,MLSC,MLSC 485,TACTICS & LDRSHP THRY II
Texas A&M University,Military Science,MLSC,MLSC 485,TCU
Texas A&M University,Medical Physiology,MPHY,MPHY 625,BIOINFORMATICS
Texas A&M University,Medical Physiology,MPHY,MPHY 631,CARDIOVASCULAR SCIENCE
Texas A&M University,Medical Physiology,MPHY,MPHY 634,THE LYMPHATIC SYSTEM
Texas A&M University,Medical Sciences,MSCI,MSCI 602,CONTEMP TOP IN ADV CELL BIO II
Texas A&M University,Medical Sciences,MSCI,MSCI 612,CURRENT TPCS IN CELL SIGNALING
Texas A&M University,Medical Sciences,MSCI,MSCI 620,THE SCIENTIFIC BASIS OF MED
Texas A&M University,Medical Sciences,MSCI,MSCI 630,PATHOGENESIS OF HUMAN DISEASE
Texas A&M University,Medical Sciences,MSCI,MSCI 636,INTERM AND TRANSLATIONAL IMMUN
Texas A&M University,Medical Sciences,MSCI,MSCI 685,DIRECTED STUDIES
Texas A&M University,Medical Sciences,MSCI,MSCI 691,RESEARCH CREDIT: MEDICAL SCI
Texas A&M University,Materials Science & Engr,MSEN,MSEN 485,DIRECTED STUDIES
Texas A&M University,Materials Science & Engr,MSEN,MSEN 601,SPTP:ELCTRNC OPTL MAG PROP MTS
Texas A&M University,Materials Science & Engr,MSEN,MSEN 602,ADVNCD MATLS SCIENCE ENG
Texas A&M University,Materials Science & Engr,MSEN,MSEN 616,SURFACE SCIENCE
Texas A&M University,Materials Science & Engr,MSEN,MSEN 620,KINETIC PROCESS MAT SCI
Texas A&M University,Materials Science & Engr,MSEN,MSEN 625,MECH BEHAVIOR MATERIALS
Texas A&M University,Materials Science & Engr,MSEN,MSEN 681,SEMINAR
Texas A&M University,Materials Science & Engr,MSEN,MSEN 684,PROF INTERN: IN
Texas A&M University,Materials Science & Engr,MSEN,MSEN 685,DIRECTED STUDIES
Texas A&M University,Materials Science & Engr,MSEN,MSEN 689,SPTP: CRYSTL STR DTRM DIFFRC
Texas A&M University,Materials Science & Engr,MSEN,MSEN 689,SPTP: FUNDAMENTALS OF SEM/ESEM
Texas A&M University,Materials Science & Engr,MSEN,MSEN 689,SPTP: FAILURE MECH ENG MATLS
Texas A&M University,Materials Science & Engr,MSEN,MSEN 689,SPTP: PRINC OF COMPOSITE MTL
Texas A&M University,Materials Science & Engr,MSEN,MSEN 689,SPTP: FLOW & FRACT POLY SOLIDS
Texas A&M University,Materials Science & Engr,MSEN,MSEN 691,RESEARCH
Texas A&M University,Music,MUSC,MUSC 252,FUNDAMENTALS OF MUSIC
Texas A&M University,Music,MUSC,MUSC 285,SYMPHONIC BAND: WIND SYMP
Texas A&M University,Music,MUSC,MUSC 286,SYMPHONY ORCHESTRA
Texas A&M University,Music,MUSC,MUSC 290,SINGING CADETS
Texas A&M University,Music,MUSC,MUSC 352,WOMEN'S CHORUS
Texas A&M University,Music,MUSC,MUSC 485,IND PERF
Texas A&M University,Music,MUSC,MUSC 485,DIRECTED STUDIES
Texas A&M University,Neuro Exper Therapeutic,NEXT,NEXT 681,SEMINAR
Texas A&M University,Neuroscience,NRSC,NRSC 485,HNR
Texas A&M University,Neuroscience,NRSC,NRSC 485,DIRECTED STUDIES
Texas A&M University,Neuroscience,NRSC,NRSC 491,HNR
Texas A&M University,Neuroscience,NRSC,NRSC 491,RESEARCH
Texas A&M University,Neuroscience,NRSC,NRSC 602,PRINC NEURO II
Texas A&M University,Neuroscience,NRSC,NRSC 636,SIGNALING BEHAVIOR & DEV
Texas A&M University,Neuroscience,NRSC,NRSC 671,EXP DESIGN BEHAV SCIEN
Texas A&M University,Neuroscience,NRSC,NRSC 681,SEMINAR
Texas A&M University,Neuroscience,NRSC,NRSC 685,DIRECTED STUDIES
Texas A&M University,Neuroscience,NRSC,NRSC 691,RESEARCH
Texas A&M University,Nuclear Engineering,NUEN,NUEN 431,PRINCIPLES OF NUC ENGR
Texas A&M University,Nuclear Engineering,NUEN,NUEN 485,NUC PLANT SYS AND TRAN
Texas A&M University,Nuclear Engineering,NUEN,NUEN 485,DIRECTED STUDIES
Texas A&M University,Nuclear Engineering,NUEN,NUEN 491,RESEARCH
Texas A&M University,Nuclear Engineering,NUEN,NUEN 601,NUCLEAR REACTOR THEORY
Texas A&M University,Nuclear Engineering,NUEN,NUEN 606,REACTOR ANLYSIS & EXPRMT
Texas A&M University,Nuclear Engineering,NUEN,NUEN 612,RADIO SAFETY & HAZARDS
Texas A&M University,Nuclear Engineering,NUEN,NUEN 651,FUEL CYCL & MATLS SAFGRD
Texas A&M University,Nuclear Engineering,NUEN,NUEN 670,INTRO RADIOTHERAPY PHYSC
Texas A&M University,Nuclear Engineering,NUEN,NUEN 673,RADIATION BIOLOGY
Texas A&M University,Nuclear Engineering,NUEN,NUEN 681,SEMINAR
Texas A&M University,Nuclear Engineering,NUEN,NUEN 685,DIRECTED STUDIES
Texas A&M University,Nuclear Engineering,NUEN,NUEN 689,SPTP: EM RESPONSE DOSE ASSMNT
Texas A&M University,Nuclear Engineering,NUEN,NUEN 691,RESEARCH
Texas A&M University,Nuclear Engineering,NUEN,NUEN 691,RESEARCH: IN
Texas A&M University,Nursing,NURS,NURS 305,NURSING FOUNDATION
Texas A&M University,Nursing,NURS,NURS 305,NURSING DIMENSIONS & INFORMATI
Texas A&M University,Nursing,NURS,NURS 314,INTRO TO PATHOPHYSIOLOGY
Texas A&M University,Nursing,NURS,NURS 314,HEALTH ASSESSMENT
Texas A&M University,Nursing,NURS,NURS 316,NURSING AND THE AGED
Texas A&M University,Nursing,NURS,NURS 316,PHARMACOLOGY PRINCIPLES
Texas A&M University,Nursing,NURS,NURS 320,ADULT NURSING I
Texas A&M University,Nursing,NURS,NURS 323,"NRSNG CARE OF WOMEN, FAM"
Texas A&M University,Nursing,NURS,NURS 386,DIRECTED CLINICAL STUDIES
Texas A&M University,Nursing,NURS,NURS 411,EVIDENCE
Texas A&M University,Nursing,NURS,NURS 412,CARE OF MENTAL HLTH CLIENTS
Texas A&M University,Nursing,NURS,NURS 413,NURSINGCARE OF CHILDREN FAMILI
Texas A&M University,Nursing,NURS,NURS 421,CARE OF COMMUNITY HLTH CLIENTS
Texas A&M University,Nursing,NURS,NURS 424,PROFESSIONAL ISSUES
Texas A&M University,Nursing,NURS,NURS 430,TRANS INTO PROF NURS PRACTICE
Texas A&M University,Nursing,NURS,NURS 457,INTRO TO CONCPTS FORENSIC NURS
Texas A&M University,Nursing,NURS,NURS 460,NURS DIMENSNS & INFORM RN
Texas A&M University,Nursing,NURS,NURS 461,APPL EVID BASED PRACT FOR RN
Texas A&M University,Nursing,NURS,NURS 463,HEALTH ASSESS FOR THE RN
Texas A&M University,Nursing,NURS,NURS 468,CARE OF THE OLDER ADULT FOR RN
Texas A&M University,Nursing,NURS,NURS 489,SPTP: WILDERNESS/DISASTER RESP
Texas A&M University,Nursing,NURS,NURS 502,ASSESS & EVAL IN EDUCATION
Texas A&M University,Nursing,NURS,NURS 512,ADVANCED PATHOPHYSIOLOGY
Texas A&M University,Nursing,NURS,NURS 553,ADVANCED HLTH ASSESMENT
Texas A&M University,Nursing,NURS,NURS 554,CLIN PREVENT & POP HLTH
Texas A&M University,Nutrition,NUTR,NUTR 470,FUND OF HUMAN NUTR
Texas A&M University,Nutrition,NUTR,NUTR 485,NUTR & PHYSIOLOG CHEM
Texas A&M University,Nutrition,NUTR,NUTR 485,DIRECTED STUDIES
Texas A&M University,Nutrition,NUTR,NUTR 485,DIRECTED STUDIES: IN ABSENTIA
Texas A&M University,Nutrition,NUTR,NUTR 491,SPTP: OBES CONC CHALL FSTC NUT
Texas A&M University,Nutrition,NUTR,NUTR 491,RESEARCH
Texas A&M University,Nutrition,NUTR,NUTR 618,LIPIDS AND LIPID MTBL
Texas A&M University,Nutrition,NUTR,NUTR 645,NUTR & MET VITAMINS
Texas A&M University,Nutrition,NUTR,NUTR 681,SEMINAR
Texas A&M University,Nutrition,NUTR,NUTR 685,DIRECTED STUDIES
Texas A&M University,Nutrition,NUTR,NUTR 685,DIRECTED STUDIES: IN
Texas A&M University,Nutrition,NUTR,NUTR 691,RESEARCH
Texas A&M University,Nutrition,NUTR,NUTR 691,RESEARCH: IN
Texas A&M University,Naval Science,NVSC,NVSC 485,NAVAL SEA POWER
Texas A&M University,Ocean Engineering,OCEN,OCEN 672,INTRO TO OCEAN ENGR
Texas A&M University,Ocean Engineering,OCEN,OCEN 676,DYN OFFSHORE STRUCTURE
Texas A&M University,Ocean Engineering,OCEN,OCEN 681,SEMINAR
Texas A&M University,Ocean Engineering,OCEN,OCEN 685,DIRECTED STUDIES
Texas A&M University,Ocean Engineering,OCEN,OCEN 691,RESEARCH
Texas A&M University,Ocean Engineering,OCEN,OCEN 691,RESEARCH: IN
Texas A&M University,Ocean Engineering,OCEN,OCEN 691,RESEARCH: GALVESTON
Texas A&M University,Oceanography,OCNG,OCNG 491,HNR
Texas A&M University,Oceanography,OCNG,OCNG 491,RESEARCH
Texas A&M University,Oceanography,OCNG,OCNG 608,PHYSICAL OCEANOGRAPHY
Texas A&M University,Oceanography,OCNG,OCNG 609,DYNAMICAL OCEANOGRAPHY
Texas A&M University,Oceanography,OCNG,OCNG 616,NUMERICAL MODELING II
Texas A&M University,Oceanography,OCNG,OCNG 620,BIOLOGICAL OCNG
Texas A&M University,Oceanography,OCNG,OCNG 630,GEOLOGICAL OCN
Texas A&M University,Oceanography,OCNG,OCNG 630,GEOLOGICAL OCNG
Texas A&M University,Oceanography,OCNG,OCNG 640,CHEMICAL OCEANOGRAPHY
Texas A&M University,Oceanography,OCNG,OCNG 657,DATA METHODS GRAPH REP
Texas A&M University,Oceanography,OCNG,OCNG 662,COASTAL PROCESSES
Texas A&M University,Oceanography,OCNG,OCNG 681,SEMINAR
Texas A&M University,Oceanography,OCNG,OCNG 681,SEMINAR: IN
Texas A&M University,Oceanography,OCNG,OCNG 685,DIRECTED STUDIES
Texas A&M University,Oceanography,OCNG,OCNG 689,SPTP: COMMUNICATING OCEAN SCI
Texas A&M University,Oceanography,OCNG,OCNG 689,SPTP: OIL/ENERGY/ENVIRONMENT
Texas A&M University,Oceanography,OCNG,OCNG 689,SPTP: OIL/ENERGY/ENVIR
Texas A&M University,Oceanography,OCNG,OCNG 691,RESEARCH
Texas A&M University,Oceanography,OCNG,OCNG 691,RESEARCH: GALVESTON
Texas A&M University,Oceanography,OCNG,OCNG 691,RESEARCH: IN
Texas A&M University,Oral & Maxillofac Path,OMFP,OMFP 5113,CURRENT ISS IN ORAL MAX PATH
Texas A&M University,Oral & Maxillofac Path,OMFP,OMFP 5V00,ORAL  MAX PATH SEMINAR
Texas A&M University,Oral & Maxillofac Path,OMFP,OMFP 5V05,ORAL  MAX PATH SERVICE
Texas A&M University,Oral & Maxillofac Path,OMFP,OMFP 5V21,ADVANCED ORAL PATHOLOGY
Texas A&M University,Oral & Maxillofac Surg,OMSF,OMSF 5000,ORAL MAXILLOFACIAL SURG ROT
Texas A&M University,Oral & Maxillofac Surg,OMSF,OMSF 5221,INTERNAL MEDICINE
Texas A&M University,Orthodontics,ORTH,ORTH 5031,ORTHODONTIC
Texas A&M University,Orthodontics,ORTH,ORTH 5042,TMD CLINIC
Texas A&M University,Orthodontics,ORTH,ORTH 5050,CRANIOFACIAL ANOMALIES CLINIC
Texas A&M University,Orthodontics,ORTH,ORTH 5103,BIOMECHANICS I
Texas A&M University,Orthodontics,ORTH,ORTH 5107,MATERIAL SCI IN ORTHODONTICS
Texas A&M University,Orthodontics,ORTH,ORTH 5109,ORTHOGNATHIC SURG CONFERENCE I
Texas A&M University,Orthodontics,ORTH,ORTH 5110,ORTHOGNATHIC SURG CONFER II
Texas A&M University,Orthodontics,ORTH,ORTH 5111,ORTHOGNATHIC SURGERY CONFER
Texas A&M University,Orthodontics,ORTH,ORTH 5115,CLINICAL SPECIALTY SEMINARS I
Texas A&M University,Orthodontics,ORTH,ORTH 5125,CLINICAL SPECIALTY SEMINAR II
Texas A&M University,Orthodontics,ORTH,ORTH 5126,CLINICAL SPECIALTY SEMINAR III
Texas A&M University,Orthodontics,ORTH,ORTH 5129,ADV ORTHODONTIC PRAC MGMT
Texas A&M University,Orthodontics,ORTH,ORTH 5143,PRINCIPLES OF SCI METHODOLOGY
Texas A&M University,Orthodontics,ORTH,ORTH 5144,SCIENTIFIC WRITING
Texas A&M University,Orthodontics,ORTH,ORTH 5148,INDEPENDENT RESEARCH
Texas A&M University,Orthodontics,ORTH,ORTH 5200,INTRODUCTION TO ORTHODONTICS I
Texas A&M University,Orthodontics,ORTH,ORTH 5230,CRANIOFAC GROWTH  DEVELOPMENT
Texas A&M University,Orthodontics,ORTH,ORTH 5248,INDEPENDENT RSCH/JOURNAL ART
Texas A&M University,Orthodontics,ORTH,ORTH 5533,CLINICAL ORTHODONTICS I
Texas A&M University,Orthodontics,ORTH,ORTH 5534,CLINICAL ORTHODONTICS II
Texas A&M University,Orthodontics,ORTH,ORTH 5535,CLINICAL ORTHODONTICS III
Texas A&M University,Pediatric Dentistry,PEDD,PEDD 5V13,PEDIATRIC DENTISTRY III
Texas A&M University,Pediatric Dentistry,PEDD,PEDD 5V16,PEDIATRIC DENTISTRY VI
Texas A&M University,Pediatric Dentistry,PEDD,PEDD 5V23,HOSPITAL DENTISTRY III
Texas A&M University,Pediatric Dentistry,PEDD,PEDD 5V26,HOSPITAL DENTISTRY VI
Texas A&M University,Pediatric Dentistry,PEDD,PEDD 5V99,THESIS PREPARATION
Texas A&M University,Performance Studies,PERF,PERF 604,PERF IN WORLD CULTURES
Texas A&M University,Performance Studies,PERF,PERF 605,GLOBALIZATION AND PERF
Texas A&M University,Performance Studies,PERF,PERF 622,PERF CONST AMERICAN ID
Texas A&M University,Performance Studies,PERF,PERF 691,RESEARCH
Texas A&M University,Peridontics,PERI,PERI 5004,CLINICAL PERIODONTICS
Texas A&M University,Peridontics,PERI,PERI 5005,ADV CLINICAL PERIODONTICS
Texas A&M University,Peridontics,PERI,PERI 5006,ADV CLINICAL PERIODONTICS II
Texas A&M University,Peridontics,PERI,PERI 5010,CLINICAL STOMATOLOGY I
Texas A&M University,Peridontics,PERI,PERI 5011,CLINICAL STOMATOLOGY II
Texas A&M University,Peridontics,PERI,PERI 5012,ADV CLINICAL STOMATOLOGY
Texas A&M University,Peridontics,PERI,PERI 5031,JOURNAL CLUB
Texas A&M University,Peridontics,PERI,PERI 5035,ORTHO/PERIO SEMINAR
Texas A&M University,Peridontics,PERI,PERI 5045,RELATED DISCIPLINES SEMINAR
Texas A&M University,Peridontics,PERI,PERI 5066,MOCK BOARD EXAMINATIONS I
Texas A&M University,Peridontics,PERI,PERI 5067,MOCK BOARD EXAMINATIONS II
Texas A&M University,Peridontics,PERI,PERI 5114,ADVANCED DENTAL IMPLANTS
Texas A&M University,Peridontics,PERI,PERI 5140,CASE PRESENT/TRMT PLANNING
Texas A&M University,Peridontics,PERI,PERI 5201,PERIODONTAL LECTURE SERIES I
Texas A&M University,Peridontics,PERI,PERI 5211,PRACTICE TEACHING
Texas A&M University,Peridontics,PERI,PERI 5221,PRACTICE TEACHING
Texas A&M University,Peridontics,PERI,PERI 5224,PERIODONTAL LIT REVIEW I
Texas A&M University,Peridontics,PERI,PERI 5227,PERIODONTAL LIT REVIEW II
Texas A&M University,Peridontics,PERI,PERI 5228,PERIODONTAL LIT REVIEW III
Texas A&M University,Peridontics,PERI,PERI 5434,MOD PARENTERAL CONS SED
Texas A&M University,Peridontics,PERI,PERI 5V98,RSRCH FOR MASTER'S THESIS
Texas A&M University,Peridontics,PERI,PERI 5V99,THESIS PREPARATION
Texas A&M University,Petroleum Engineering,PETE,PETE 485,INTRO TO DRILLING SYS
Texas A&M University,Petroleum Engineering,PETE,PETE 485,DIRECTED STUDIES
Texas A&M University,Petroleum Engineering,PETE,PETE 605,SPTP: ENHANCED OIL RECOVERY
Texas A&M University,Petroleum Engineering,PETE,PETE 605,PHASE BEH OF PET RES F
Texas A&M University,Petroleum Engineering,PETE,PETE 609,EOR PROCESSES
Texas A&M University,Petroleum Engineering,PETE,PETE 618,MODERN PETRO PRODUCTION
Texas A&M University,Petroleum Engineering,PETE,PETE 621,PETROLEUM DEV STRATEGY
Texas A&M University,Petroleum Engineering,PETE,PETE 624,ROCK MECH OF RESERVOIR
Texas A&M University,Petroleum Engineering,PETE,PETE 626,OFFSHORE DRILLING
Texas A&M University,Petroleum Engineering,PETE,PETE 629,ADV HYDRAULIC FRACTURING
Texas A&M University,Petroleum Engineering,PETE,PETE 636,HORIZ MULTILATERAL INTEL
Texas A&M University,Petroleum Engineering,PETE,PETE 642,FORM DAMAGE MECH & REMED
Texas A&M University,Petroleum Engineering,PETE,PETE 644,CO2 CAPTURE & USES
Texas A&M University,Petroleum Engineering,PETE,PETE 648,PRESS TRANSIENT TEST
Texas A&M University,Petroleum Engineering,PETE,PETE 650,ADVANCED DRILLING ENGR
Texas A&M University,Petroleum Engineering,PETE,PETE 656,ADV NUM METH RES SIM
