URL,Title,Phone,address,Postal Code,,,,,
http://www.apontador.com.br/local/sp/sao_paulo/igrejas/9682Y5K6/igreja_sao_jose_operario.html,Igreja Sao Jose Operario,11 2950-8842,Alameda Afonso Schmidt ,76,Santana ,São Paulo ,SP,CEP: 02450-000,
http://www.apontador.com.br/local/sp/sao_paulo/laboratorios/75RKQUK6/cientificalab_balneario_sao_jose.html,Cientificalab Balneario Sao Jose,11 4134-7066,Rua Gaspar Leme ,s/n ,Balneário São Jose ,São Paulo ,SP,CEP: 04864-050,
http://www.apontador.com.br/local/sp/sao_paulo/mercearias/C401338908323D323C/emporio_sao_jose.html,Emporio Sao Jose,11 5842-3113,Rua Nélson Lomanto ,46,Jardim Elizabeth ,São Paulo ,SP,CEP: 05794-350,
http://www.apontador.com.br/local/sp/sao_paulo/medicina_e_saude_geral_/G549F282/psm_balneario_sao_jose.html,Psm Balneario Sao Jose,11 5979-7173,Rua Gaspar Leme ,s/n ,Balneário São Jose ,São Paulo ,SP,CEP: 04864-050,
http://www.apontador.com.br/local/sp/sao_paulo/enderecos_empresariais/C404096F39461O4614/crediario_sao_jose.html,Crediario Sao Jose,,Rua Das Variações Musicais ,8,  Vila Bom Jardim, São Paulo, SP,CEP: 04938-010,
http://www.apontador.com.br/local/sp/sao_paulo/mercearias/C404158225480N4808/emporio_sao_jose.html,Empório São José,11 3284-7951,Rua Pamplona ,25,Bela Vista ,São Paulo ,SP,CEP: 01405-100,
http://www.apontador.com.br/local/sp/sao_paulo/enderecos_empresariais/C4061408193D6Z3D60/balneario_sao_jose.html,Balneario Sao Jose,11 5979-2890,Rua Gaspar Leme ,  ,  Balneário São Jose, São Paulo, SP,CEP: 04864-050,
http://www.apontador.com.br/local/sp/sao_paulo/churrascarias/C404795908513O513B/sao_jose_grill.html,Sao Jose Grill,11 3567-1792,Alameda Jaú ,1791,Jardim Paulista ,São Paulo ,SP,CEP: 01420-007,
http://www.apontador.com.br/local/sp/sao_paulo/associacoes_e_sindicatos/C40141594A443E4438/associacao_sao_jose_operario.html,Associacao Sao Jose Operario,,Rua Aderbal ,20,Conjunto Promorar São Luis ,São Paulo ,SP,CEP: 05847-450,
http://www.apontador.com.br/local/sp/sao_paulo/transporte_geral_/258DJP2X/rodoviario_e_turismo_sao_jose.html,Rodoviário e Turismo São José,11 2901-2471,Avenida Joaquina Ramalho ,424,Carandiru ,São Paulo ,SP,CEP: 02065-000,
http://www.apontador.com.br/local/sp/sao_paulo/clinicas_e_centros_de_diagnostico/C40355175A062D0624/laboratorio_clinico_sao_jose.html,Laboratorio Clinico Sao Jose,,230,Centro ,São Paulo ,SP,,,
http://www.apontador.com.br/local/sp/sao_paulo/bancos/WEU8HXC6/bradesco_vila_sao_jose.html,Bradesco,11 5928-9886,Rua José Bocchiglieri ,48,Jardim Floresta ,São Paulo ,SP,CEP: 04836-000,
http://www.apontador.com.br/local/sp/sao_paulo/hospitais_particulares/C405000942644Z644E/clinica_sao_jose.html,Clinica Sao Jose,,Avenida Carlos Oberhuber ,504,Jardim Floresta ,São Paulo ,SP,CEP: 04836-130,
http://www.apontador.com.br/local/sp/sao_paulo/adegas/C40394594A3C4S3C41/adega_sao_jose.html,Adega Sao Jose,,Rua Acácio Fontoura ,1053,Jardim Vista Alegre ,São Paulo ,SP,CEP: 04831-050,
http://www.apontador.com.br/local/sp/sao_paulo/vidracarias/C404916414023N0234/vidracaria_sao_jose.html,Vidraçaria São José,11 2031-0162,Rua Diego Calado ,182,Vila São Silvestre ,São Paulo ,SP,CEP: 08011-420,
http://www.apontador.com.br/local/sp/sao_paulo/restaurantes/L92VQ7J5/restaurante_sao_jose_ii.html,Restaurante Sao Jose Ii,11 5971-5763,Rua Quinta de São Francisco ,92,  Jardim Floresta, São Paulo, SP,CEP: 04835-310,
http://www.apontador.com.br/local/sp/sao_paulo/padarias/C401387908134U1340/panificadora_flor_de_sao_jose.html,Panificadora Flor de Sao Jose,11 5928-0999,Rua José Bocchiglieri ,11,Jardim Floresta ,São Paulo ,SP,CEP: 04836-000,
http://www.apontador.com.br/local/sp/sao_paulo/hospitais_particulares/C40327675A2D4U2D4F/centro_med_sao_jose.html,Centro Med Sao Jose,,Avenida Do Jangadeiro ,102,Cidade Dutra ,São Paulo ,SP,CEP: 04815-010,
http://www.apontador.com.br/local/sp/sao_paulo/moda_e_acessorios/C403279942644O644B/sao_jose_calcados.html,Sao Jose Calcados,,Avenida Carlos Oberhuber ,476,Jardim Floresta ,São Paulo ,SP,CEP: 04836-130,
http://www.apontador.com.br/local/sp/sao_paulo/dentistas/D5NEHRKR/assistencia_medica_sao_jose.html,Assistência Médica São José,11 5666-1109,Rua Juan Gonzales Vila ,452,  Cidade Dutra, São Paulo, SP,CEP: 04811-000,
http://www.apontador.com.br/local/sp/sao_paulo/postos_de_combustivel/C4076364034F2Q4F23/posto_de_serv_sao_jose.html,Posto de Serv Sao Jose,11 5929-1097,Rua Gonçalo Soares da França ,100,  Jardim Floresta, São Paulo, SP,,
http://www.apontador.com.br/local/sp/sao_paulo/cultura/25M92NM9/parque_linear_sao_jose.html,Parque Linear São José,11 5666-1680,Rua Frederico René de Jaegher ,2760,Jardim Kioto ,São Paulo ,SP,CEP: 04826-000,
http://www.apontador.com.br/local/sp/sao_paulo/restaurantes/8CDEXAPC/lanchonete_sao_jose_do_carrao.html,Lanchonete Sao Jose do Carrao,11 2722-2758,Avenida Rio das Pedras ,3935,Cidade Centenário ,São Paulo ,SP,CEP: 03930-310,
http://www.apontador.com.br/local/sp/sao_paulo/educacao/CR922DV5/emei_vila_sao_jose.html,Emei Vila São José,11 5924-4502,Rua Venâncio Poletti ,  s/n,  Jardim Floresta, São Paulo, SP,CEP: 04836-110,
